HUNDENAME,GEBURTSJAHR_HUND,GESCHLECHT_HUND
"Momos Maxim of Aluschta",2015,"m"
"Mona",2006,"w"
"Mona",2004,"w"
"Mona Lisa",2008,"w"
"Mona Lisa",2010,"w"
"Mondi",2007,"m"
"Moni",2007,"w"
"Monika",2016,"w"
"Mont",2013,"m"
"Monthy",2012,"m"
"Monti",2014,"m"
"Monty",2012,"m"
"Monty",2012,"m"
"Monty (Amadeus)",2017,"m"
"Mooch",2013,"m"
"Moogli",2013,"m"
"Moonlightsrainbow's Golden Mel",2015,"w"
"Moose",2018,"w"
"Mora",2018,"w"
"Mora",2008,"w"
"Mora",2007,"w"
"Morena",2014,"w"
"Morgan",2012,"w"
"Moria",2009,"w"
"Moritz",2017,"m"
"Morizan",2011,"m"
"Morpheus",2014,"m"
"Morris (Basco)",2008,"m"
"Morti",2006,"m"
"Mortimer",2016,"m"
"Mosca (Cagna)",2014,"w"
"Moshe",2016,"m"
"Mowgli",2008,"m"
"Moya",2013,"w"
"Moya",2003,"w"
"Moya",2013,"w"
"Moyra",2013,"w"
"Mr. Blue",2015,"m"
"Mr. Dior",2008,"m"
"MrClooney",2014,"m"
"Mrki",2014,"m"
"Mrs. Rainbow",2011,"w"
"Mu",2014,"m"
"Mubba (Tucker)",2016,"m"
"Muck",2013,"m"
"Muffi",2008,"w"
"Muffin",2014,"w"
"Muffin",2010,"w"
"Muffin",2018,"w"
"Muffin",2010,"m"
"Muffin",2012,"w"
"Muffin",2017,"m"
"Muffin",2017,"w"
"Muffin (Escobar)",2009,"m"
"Mui Mui",2014,"w"
"Muk (Gringo)",2011,"m"
"Muma",2011,"w"
"Mumbo",2010,"m"
"Munchy",2014,"m"
"Muneca",2008,"w"
"Murphy",2009,"m"
"Murphy",2008,"m"
"Murphy",2017,"m"
"Murphy",2017,"m"
"Murphy",2005,"m"
"Murphy",2010,"m"
"Murphy (Nacho)",2016,"m"
"Murphy (Primus Stubborn Fellow",2017,"m"
"Musa",2010,"w"
"Muschus",2009,"m"
"My little Dream",2011,"w"
"Mya",2008,"w"
"Mylo",2013,"m"
"Mylo",2015,"m"
"Mylo",2010,"m"
"Mylo",2012,"m"
"Myra (Bora Gletscherhöhle)",2018,"w"
"Mädi (Skyla)",2017,"w"
"Mäx",2005,"m"
"Mäx",2003,"m"
"Mäx Balu (Cookie)",2012,"m"
"Mäxin",2007,"w"
"Mäxli",2012,"m"
"Möhrli",2007,"w"
"Müzli",2012,"w"
"N'June du Val de Pyrène",2017,"w"
"N-Toni",2018,"m"
"N.N.",2009,"m"
"Naala",2008,"w"
"Nabucco",2010,"m"
"Nacho (Brandy)",2009,"m"
"Nacho Stelvio von Kopfrein",2018,"m"
"Nael",2012,"m"
"Nahla Lucy",2011,"w"
"Naika",2018,"w"
"Naila (Boncuk)",2016,"w"
"Naimo",2014,"m"
"Nala",2014,"w"
"Nala",2018,"w"
"Nala",2018,"w"
"Nala",2018,"w"
"Nala",2017,"w"
"Nala",2009,"w"
"Nala",2016,"w"
"Nala",2007,"w"
"Nala",2016,"w"
"Nala",2008,"w"
"Nala",2015,"w"
"Nala",2010,"w"
"Nala",2015,"w"
"Nala",2012,"w"
"Nala",2014,"w"
"Nala",2017,"w"
"Nala",2009,"w"
"Nala",2016,"w"
"Nala (Morelka)",2012,"w"
"Nala (Silverbarn's Ronja)",2009,"w"
"Nala-Debbie",2015,"w"
"Nalam",2006,"w"
"Naly",2006,"w"
"Namur dils pasturs da Gianal",2017,"m"
"Nana",2013,"w"
"Nana",2013,"w"
"Nancy-Susanne vom Germanen Sch",2018,"w"
"Nandi Duan Gong",2016,"m"
"Nando",2018,"m"
"Nando",2004,"m"
"Nani (Mami)",2005,"w"
"Nanny",2011,"w"
"Nano",2015,"m"
"Nano (Stitch)",2016,"m"
"Nanook",2014,"m"
"Nanook (Timi vom Engelacher)",2009,"m"
"Nanouk",2012,"w"
"Nanuk",2004,"w"
"Nany",2014,"w"
"Nany",2011,"w"
"Naola",2011,"w"
"Naomi von Anubis",2017,"w"
"Napo",2003,"m"
"Nara",2013,"w"
"Nara",2005,"w"
"Nardo",2018,"m"
"Narkos",2017,"m"
"Narvi",2016,"m"
"Nash (Kingston)",2010,"m"
"Nastja",2013,"w"
"Nasty",2006,"w"
"Nathan (Glen)",2008,"m"
"Nava vom Bärehüsli",2016,"w"
"Naveen",2017,"m"
"Nayeli",2012,"w"
"Nayla",2010,"w"
"Nayla",2013,"w"
"Nebbia",2014,"m"
"Neco",2007,"m"
"Neco",2004,"m"
"Neco",2014,"m"
"Neevah",2009,"w"
"Nefertiti",2009,"w"
"Negra",2007,"w"
"Negri",2014,"w"
"Negrita",2009,"w"
"Neja",2012,"w"
"Nela",2008,"w"
"Nela",2015,"w"
"Nela",2014,"w"
"Nela",2015,"w"
"Nelchema",2005,"w"
"Nele",2017,"w"
"Nele (Copfos)",2003,"w"
"Nelia",2006,"w"
"Nelli",2013,"w"
"Nellie (Jersey)",2016,"w"
"Nelly",2015,"w"
"Nelly",2008,"w"
"Nelson",2006,"m"
"Nelson",2017,"m"
"Nelson",2014,"m"
"Nelson",2009,"m"
"Nelson",2011,"m"
"Nelson",2005,"m"
"Nemesis von der Mimose",2017,"w"
"Nemo",2016,"m"
"Nemo",2009,"m"
"Nemo",2010,"m"
"Nemo",2016,"m"
"Nemo",2009,"m"
"Nemo",2015,"m"
"Nemo (Easy)",2007,"m"
"Nemo (Quemo)",2018,"m"
"Nena",2017,"w"
"Nena",2011,"w"
"Nena",2010,"w"
"Nena",2010,"w"
"Nena vom Stapferstein",2017,"w"
"Nene (Pedro)",2018,"m"
"Neo",2015,"m"
"Neo",2007,"m"
"Neo",2016,"m"
"Neo",2008,"m"
"Neo",2009,"m"
"Neo",2013,"m"
"Neo",2005,"m"
"Neo",2018,"m"
"Neo",2017,"m"
"Neo",2014,"m"
"Neo",2016,"m"
"Neo",2015,"m"
"Neo (SP Charming Teddy Baer)",2014,"m"
"Nepomuk",2007,"m"
"Nera",2011,"w"
"Nera",2017,"w"
"Nera (Nancy)",2014,"w"
"Nerea Blackpearl",2016,"w"
"Nerina",2013,"w"
"Nerina",2011,"w"
"Nerina",2008,"w"
"Neris",2006,"w"
"Nero",2008,"m"
"Nero",2017,"m"
"Nero",2011,"m"
"Nero",2016,"m"
"Nero",2012,"m"
"Nero",2013,"m"
"Nero",2011,"m"
"Nero",2018,"m"
"Nero",2007,"m"
"Nero",2007,"m"
"Nero",2013,"m"
"Nero",2018,"m"
"Nero",2016,"m"
"Nerova",2017,"w"
"Nesca",2018,"w"
"Nevada von der Mimose",2017,"m"
"Neve",2018,"w"
"Neve",2018,"m"
"Neve",2011,"w"
"Never of Golden Live",2005,"w"
"Nevio",2005,"m"
"Nevio v.d. Fuchsweid",2009,"m"
"New King Cristallo Lord",2017,"m"
"Newton",2015,"m"
"Nezek",2008,"m"
"Nica",2009,"w"
"Nica",2006,"w"
"Nica  (Unica)",2007,"w"
"Nice",2009,"w"
"Nicicita",2002,"w"
"Nick",2008,"m"
"Nick",2012,"m"
"Nick Prinz von Morgentau",2017,"m"
"Nicki",2006,"m"
"Nicky",2002,"m"
"Nicky",2017,"w"
"Nicky",2004,"m"
"Nicky",2004,"w"
"Nicky",2004,"m"
"Nico",2007,"m"
"Nico",2014,"m"
"Nico",2010,"m"
"Nico",2006,"m"
"Nico",2016,"m"
"Nico",2017,"m"
"Nico",2018,"m"
"Nico",2012,"m"
"Nico",2006,"m"
"Nico",2006,"m"
"Nico",2007,"m"
"Niebla",2009,"w"
"Nieves",2004,"w"
"Nieye",2009,"w"
"Nifty Kya",2017,"w"
"Nika",2014,"w"
"Nika",2016,"w"
"Nikan",2013,"m"
"Niki",2012,"m"
"Niki",2010,"m"
"Niki",2015,"m"
"Niki",2016,"m"
"Niki",2018,"m"
"Niki",2007,"m"
"Niki",2005,"m"
"Niki",2008,"m"
"Niki (Hercule)",2004,"m"
"Niki (Oesti)",2006,"w"
"Nikita",2014,"w"
"Nikita",2018,"w"
"Nikita",2006,"w"
"Nikita",2012,"w"
"Nikki",2006,"w"
"Nikki",2016,"w"
"Nikko",2009,"m"
"Niko",2010,"m"
"Niko",2008,"m"
"Niko",2015,"m"
"Nikolas",2013,"m"
"Nil",2011,"w"
"Nila",2008,"w"
"Nila",2007,"w"
"Nilo",2006,"m"
"Nilo",2016,"m"
"Niloh (Speedy)",2016,"m"
"Nils",2016,"m"
"Nilson",2007,"m"
"Nima Nobel von Milpurrur",2016,"w"
"Nimbu",2017,"m"
"Nimo Buba v. Alten",2013,"m"
"Nina",2012,"w"
"Nina",2012,"w"
"Nina",2011,"w"
"Nina",2008,"w"
"Nina",1997,"w"
"Nina",2006,"w"
"Nina",2009,"w"
"Nina",2017,"w"
"Nina",2014,"w"
"Nina",2014,"w"
"Nina",2009,"w"
"Nina",2014,"w"
"Nina",2014,"w"
"Nina",2017,"w"
"Nina",2014,"w"
"Nina",2011,"w"
"Nina-Sina",2013,"w"
"Nini",2012,"w"
"Ninija",2008,"w"
"Ninja",2017,"w"
"Ninja",2018,"m"
"Nino",2012,"m"
"Nino",2017,"m"
"Nino",2013,"m"
"Nino",2017,"m"
"Nino",2007,"m"
"Nino",2005,"m"
"Nino",2004,"m"
"Nino Sharif",2009,"m"
"Ninu",2010,"m"
"Nioh",2017,"m"
"Nisha",2013,"w"
"Nisha (Nitta Ofpretty Devil)",2007,"w"
"Nit",2013,"m"
"Nita",2016,"w"
"Nita",2013,"w"
"Niya",2007,"m"
"Nizza",2010,"w"
"Niña",2012,"w"
"Njima Salpo's Chag-pa",2015,"w"
"Noa",2009,"w"
"Noah",2017,"m"
"Noah",2013,"m"
"Noah Hameau Jouas",2017,"m"
"Nobi",2018,"m"
"Noelle",2006,"w"
"Noelle",2013,"w"
"Noemi",2014,"w"
"Noira",2009,"w"
"Noisy",2010,"w"
"Noita",2018,"w"
"Noizy",2011,"m"
"Nola",2018,"w"
"Nola",2018,"w"
"Nola",2014,"w"
"Nolan",2010,"m"
"Noobie (Ofari)",2016,"m"
"Noodle (Frida) aus d. Farbtopf",2016,"w"
"Nooga",2009,"w"
"Nora",2013,"w"
"Nora",2011,"w"
"Nora (Eleonora vom Zwärgehüsli",2008,"w"
"Nora z Chotikova",2004,"w"
"Nordlicht",2017,"m"
"Nori",2002,"w"
"Norik (Amani Amar)",2013,"m"
"Norman",2008,"m"
"Norris",2007,"m"
"Norton",2018,"m"
"Nougat (Rocko)",2010,"m"
"Nova Blue",2017,"w"
"Novally",2009,"w"
"Nox",2016,"m"
"Nox (Praha vom HS Corral)",2016,"m"
"Nox von der Wolfsgrube",2009,"m"
"Noé",2013,"w"
"Nuage",2017,"w"
"Nualan",2009,"m"
"Nube",2014,"w"
"Nubia",2005,"w"
"Nubia",2014,"w"
"Nubia Thaliya",2010,"w"
"Nuc-Portos",2017,"m"
"Nucha",2009,"w"
"Nugi",2005,"m"
"Nura",2009,"w"
"Nureyev",2017,"m"
"Nuro",2017,"m"
"Nuvola",2012,"w"
"Nux (Evito)",2007,"m"
"Nyima",2015,"w"
"Nyima",2013,"w"
"Nylo",2018,"m"
"Nyma",2018,"w"
"Nüssli",2018,"w"
"O-Nuro",2018,"m"
"Obe",2016,"m"
"Obelix",2018,"m"
"Obi du Domaine d'Asgard",2018,"m"
"Ocean (Kaleb)",2013,"m"
"Odessa",2017,"w"
"Odette",2017,"w"
"Odette",2008,"w"
"Odi",2011,"m"
"Odi (Blue Boy)",2016,"m"
"Odie",2016,"m"
"Odillo",2018,"m"
"Odin",2006,"m"
"Odin",2013,"m"
"Odin",2017,"m"
"Odin",2010,"m"
"Odin",2014,"m"
"Odin-Fluffy",2018,"m"
"Odyseus",2013,"m"
"Ofelia",2007,"w"
"Ohara",2013,"m"
"Ojum (Zuzu)",2008,"m"
"Okada",2012,"w"
"Oki (Okemos)",2016,"m"
"Okko",2013,"m"
"Olaf",2010,"m"
"Ole",2014,"m"
"Ole Lund (Paperlapap)",2017,"m"
"Olga",2007,"w"
"Olga",2009,"w"
"Olga",2007,"w"
"Oli",2013,"m"
"Oli (Oliviér de Pompadour)",2018,"m"
"Oli-Benno",2018,"m"
"Olive",2013,"w"
"Olive",2018,"w"
"Olive",2008,"w"
"Oliver",2013,"m"
"Olivia",2013,"w"
"Olivia",2012,"w"
"Olivya",2014,"w"
"Olli",2007,"m"
"Ollie",2016,"w"
"Ollie",2015,"m"
"Olmo",2012,"m"
"Olympia Kira",2017,"w"
"Omao Obama v. Fargerit",2012,"m"
"Ombra (Opera)",2015,"w"
"Omira Caramel",2017,"w"
"Ona",2018,"w"
"Onatha (Yoko)",2018,"w"
"Onawa",2012,"w"
"Onda",2002,"w"
"Onda la Lupa Beautiful Whites",2012,"w"
"Ondine",2018,"w"
"One",2016,"w"
"Oneiro Ronan vom Wichtelhaus ",2011,"m"
"Onis",2013,"w"
"Onja",2012,"w"
"Onni",2006,"m"
"Onur",2013,"m"
"Onya-Olinda v. Birkenhain",2007,"w"
"Onys Billy van Eenthuis",2017,"m"
"Opal Chloé",2013,"w"
"Open Mind Cailin",2016,"w"
"Ophelia",2014,"w"
"Oran",2012,"m"
"Orca",2007,"w"
"Oreo Sydney Bungi",2017,"m"
"Orfeo",2018,"m"
"Ori",2017,"m"
"Origona",2016,"w"
"Orion",2015,"m"
"Orion Pickwick",2011,"m"
"Orion of Little Snow Bears",2018,"m"
"Orla of Sherry Lane",2018,"w"
"Orlando",2011,"m"
"Orlando",2016,"m"
"Orlando v. Burg Schwärtzenberg",2015,"m"
"Orpheus",2014,"m"
"Orsan-Balou",2012,"m"
"Orso",2014,"m"
"Ory",2011,"m"
"Osaka",2018,"m"
"Oscar",2012,"m"
"Oscar",2005,"m"
"Oscar",2014,"m"
"Oscar",2014,"m"
"Oscar",2013,"m"
"Oscar",2013,"m"
"Oscar",2012,"m"
"Oscar",2012,"m"
"Oscar",2010,"m"
"Oscar",2018,"m"
"Oscar",2014,"m"
"Osco",2007,"m"
"Oshuko",2013,"m"
"Oskar",2011,"m"
"Oskar",2006,"m"
"Oskar",2008,"m"
"Oskar",2017,"m"
"Oskar",2017,"m"
"Oskar (Rino vom Försterhaus)",2013,"m"
"Oskar (Volko's Diktus)",2004,"m"
"Oski",2014,"m"
"Ossi",2018,"m"
"Otello",2011,"m"
"Otello",2009,"m"
"Othello",2007,"m"
"Othello",2015,"m"
"Otto",2018,"m"
"Otto",2016,"m"
"Otto",2006,"m"
"Otto",2013,"m"
"Ouna",2014,"w"
"Ouzo",2013,"m"
"Ozzy",2015,"m"
"P-Ayla",2018,"w"
"Pablito",2009,"m"
"Pablo",2013,"m"
"Pablo",2015,"m"
"Pablo",2018,"m"
"Pablo",2008,"m"
"Pablo",2017,"m"
"Pablo",2018,"m"
"Pablo",2013,"m"
"Pablo Escobar",2018,"m"
"Pablo Hermes",2018,"m"
"Pacco",2004,"m"
"Pacco",2006,"m"
"Pacho",2017,"m"
"Pacman",2015,"m"
"Paco",2005,"m"
"Paco",2007,"m"
"Paco",2005,"m"
"Paco",2017,"m"
"Paco",2012,"m"
"Paco",2011,"m"
"Paco",2011,"m"
"Paco",2012,"m"
"Paco",2010,"m"
"Paco",2014,"m"
"Paco",2008,"m"
"Paco",2010,"m"
"Paco",2010,"m"
"Paco",2012,"m"
"Paco (Takeo)",2016,"m"
"Padrino",2018,"m"
"Page",2005,"m"
"Pajkos",2005,"w"
"Palaka",2016,"w"
"Palito",2004,"m"
"Pallas",2012,"w"
"Pallàs",2013,"w"
"Palma",2013,"w"
"Paloma",2008,"w"
"Paloma",2018,"w"
"Palü (Aramis vom)",2004,"m"
"Pam",2015,"w"
"Pamacs-6",2017,"m"
"Pamela ",2016,"w"
"Pamira",2010,"w"
"Pamuk",2017,"m"
"Pan",2014,"w"
"Pan (Pop)",2006,"m"
"Pancake",2015,"w"
"Pancho",2011,"m"
"Pancho",2010,"m"
"Pancho",2018,"m"
"Pancie",2015,"w"
"Panda",2004,"w"
"Panda",2005,"m"
"Panda",2018,"w"
"Panda-Sunny",2014,"w"
"Pangpang",2014,"m"
"Panika",2010,"w"
"Panni",2016,"w"
"Pannya",2011,"w"
"Pantheona",2007,"w"
"Pantuka",2010,"w"
"Panya",2009,"w"
"Panzi",2007,"w"
"Paolo",2011,"m"
"Paolo",2008,"m"
"Paperlapap's Extra Painted",2016,"m"
"Paperlapap's hot chocolate",2011,"w"
"Papi",2014,"m"
"Papina  (Manina-)",2005,"w"
"Pari",2015,"w"
"Paris",2011,"w"
"Paris",2010,"w"
"Paris",2006,"m"
"Paris",2011,"w"
"Paris (Peres)",2010,"w"
"Paris von Rétalap",2018,"w"
"Pasa",2017,"m"
"Pasa",2015,"m"
"Pasa (Flying Frisbee)",2017,"m"
"Pascal",2008,"m"
"Pascha",2009,"m"
"Pascha",2012,"w"
"Pascha",2017,"m"
"Pasco",2014,"m"
"Pasco (Xerxes)",2007,"m"
"Pasha",2015,"m"
"Paska",2018,"w"
"Pasu",2014,"m"
"Pat",2012,"m"
"Pata",2013,"w"
"Patata",2010,"w"
"Patch Pride Coco Chanel",2015,"w"
"Patchoulli de Soleure",2011,"w"
"Patrik",2013,"m"
"Patrik",2018,"m"
"Patschuli",2013,"w"
"Patti",2010,"w"
"Paul",2005,"m"
"Paul",2009,"m"
"Paul",2008,"m"
"Paul",2004,"m"
"Paul ",2011,"m"
"Paul-Struntz",2011,"m"
"Paula",2005,"w"
"Paula",2012,"w"
"Paula",2017,"w"
"Paula",2008,"w"
"Paula v. Schlosswaldhof",2014,"w"
"Pauli",2001,"m"
"Pauli",2004,"m"
"Paulina",2015,"w"
"Pauline",2017,"w"
"Paulinho",2001,"m"
"Paulo (Robby della Cantero)",2017,"m"
"Pavlova (Slaweya)",2019,"w"
"Pax",2014,"m"
"Pazko",2013,"m"
"Peaches",2012,"w"
"Peaches",2010,"w"
"Peaches",2016,"w"
"Peanut",2005,"w"
"Peanut",2016,"w"
"Peanut",2017,"m"
"Pearl",2013,"w"
"Pearl",2011,"w"
"Pedro",2014,"m"
"Pedro",2009,"m"
"Peggy",2013,"w"
"Peggy",2017,"w"
"Peggy",2004,"w"
"Peggy",2002,"w"
"Peggy",2014,"w"
"Peggy",2015,"w"
"Peggy",2016,"w"
"Peggy (Meggi)",2016,"w"
"Pegi",2016,"w"
"Pelayo",2016,"m"
"Pellegrino",2017,"m"
"Peluche",2018,"m"
"Pendo",2007,"m"
"Penelope",2011,"w"
"Penny",2011,"w"
"Penny",2010,"w"
"Penny",2010,"w"
"Penny",2011,"w"
"Penny",2018,"w"
"Peny",2014,"w"
"Pepa",2014,"w"
"Pepa",2015,"w"
"Pepe",2015,"m"
"Pepe",2011,"m"
"Pepe",2009,"m"
"Pepe",2005,"m"
"Pepe",2016,"m"
"Pepe",2007,"m"
"Pepe (Jordan)",2016,"m"
"Pepe Jalapeno",2014,"m"
"Pepino",2017,"m"
"Pepino",2012,"m"
"Pepita",2014,"w"
"Pepita",2016,"w"
"Pepita",2013,"w"
"Pepita",2011,"w"
"Pepita",2010,"w"
"Pepita",2012,"w"
"Pepita (Xamira)",2016,"w"
"Pepito",2018,"m"
"Pepito",2005,"m"
"Peppa",2015,"w"
"Peppa",2015,"w"
"Pepper",2012,"m"
"Pepper",2013,"m"
"Pepper",2018,"w"
"Pepper",2006,"w"
"Pepper",2003,"w"
"Pepper",2004,"w"
"Pepper",2012,"w"
"Pepper",2015,"w"
"Pepper",2018,"w"
"Pepper",2015,"m"
"PepperMint",2010,"w"
"Peppers",2012,"m"
"Peppino",2017,"m"
"Peppoli",2011,"w"
"Pepsi",2007,"w"
"Pepsi",2007,"w"
"Pepsie (Jamie)",2015,"w"
"Pequerina",2001,"w"
"Perazzi",2012,"w"
"Percival",2008,"m"
"Perino",2017,"m"
"Perla",2013,"w"
"Perla",2016,"w"
"Perla",2003,"w"
"Pernille (Vilana)",2016,"w"
"Pero",2010,"m"
"Perrilla",2013,"w"
"Perrino von der Wandergut",2017,"m"
"Perrito",2010,"m"
"Perseus",2005,"m"
"Persik",2008,"w"
"Pesca von Zemp",2010,"w"
"Pete",2009,"m"
"Peter Pan Noble Braveheart",2015,"m"
"Peter Pan vom Lippeufer",2016,"m"
"Peti",2015,"w"
"Petit",2017,"w"
"Petit  (Gina)",2007,"w"
"Pfüdi",2003,"m"
"Phae",2009,"w"
"Phajo vom Pudeleck",2016,"m"
"Pheebee (Pala)",2016,"w"
"Phil",2015,"m"
"Philipo",2004,"m"
"Philo",2013,"m"
"Phinn",2018,"m"
"Phoebe",2013,"w"
"Phoebe",2017,"w"
"Phoebe",2015,"w"
"Phoebe",2012,"w"
"Phoebe",2005,"w"
"Phoebe",2013,"w"
"Phoebe (Peggy Sue)",2016,"w"
"Phoebe vom Wandergut",2013,"w"
"Phoivos",2014,"m"
"Picasso",2012,"m"
"Picciolo",2016,"m"
"Picco",2016,"m"
"Picco",2016,"m"
"Piccolina",2004,"w"
"Piccolina",2006,"w"
"Piccolino",2004,"m"
"Piccolo",2011,"m"
"Piccolo",2007,"m"
"Pickls",2013,"w"
"Pickwick Dandy Two",2009,"m"
"Pickwick Heron",2008,"m"
"Pickwick Trillie",2018,"w"
"Pickwick Whitney",2015,"w"
"Pickwick Zadora",2010,"w"
"Pico",2015,"m"
"Picola",2012,"w"
"Pierre",2016,"m"
"Pietrie",2016,"m"
"Piglet",2012,"w"
"Pigna (Stracciatella)",2018,"w"
"Piksi",2012,"w"
"Pili",2012,"w"
"Pilou",2010,"m"
"Pimpi",2012,"w"
"Pina",2009,"w"
"Pina",2004,"w"
"Pina",2010,"w"
"Pina",2017,"w"
"Pinas",2005,"w"
"Pincho",2014,"m"
"Pinello (Puck)",2006,"m"
"Pinia-Leska",2009,"w"
"Pink",2007,"m"
"Pinki",2004,"m"
"Pinki",2011,"w"
"Pinki",2008,"w"
"Pinky",2003,"m"
"Pinky",2004,"m"
"Pino",2000,"m"
"Pino",2013,"m"
"Pino",2010,"m"
"Pino",2016,"m"
"Pino",2014,"m"
"Pinocchio",2011,"m"
"Pinolo",2015,"m"
"Pinon",2014,"m"
"Pinot",2008,"m"
"Pinot",2012,"m"
"Pintas",2015,"w"
"Pinto",2006,"m"
"Pintxo",2013,"m"
"Pio",2016,"m"
"Pip",2015,"w"
"Pipa",2015,"w"
"Pipa",2013,"w"
"Pipa",2008,"w"
"Piper",2012,"w"
"Piper",2011,"w"
"Piper (Zeta vom Schlossturm)",2013,"w"
"Pipo",2009,"m"
"Pipo",2013,"m"
"Pipo",2015,"m"
"Pipo",2013,"m"
"Pipo",2009,"m"
"Pipo",2006,"m"
"Pipo",2006,"m"
"Pipo (Attila)",2014,"m"
"Pipo Wittlin",2008,"m"
"Pipoca",2018,"w"
"Pipoca",2018,"w"
"Pipoca",2015,"w"
"Pipoca",2012,"m"
"Pippa",2013,"w"
"Pippa",2009,"w"
"Pippa",2017,"w"
"Pippa",2017,"w"
"Pippa",2016,"w"
"Pippa Lieselotte",2010,"w"
"Pippi",2014,"w"
"Pippin",2015,"m"
"Pippin (Duke)",2013,"m"
"Pippo",2014,"m"
"Pippo",2014,"m"
"Pippo",2016,"m"
"Pippo",2015,"m"
"Pippo",2017,"m"
"Pippo",2006,"m"
"Pippo",2009,"m"
"Piri",2012,"w"
"Pirlo",2013,"m"
"Piro",2013,"m"
"Pirri",2005,"w"
"Piskot",2013,"m"
"Pit",2017,"m"
"Pit von der Lobdeburg",2018,"m"
"Pita",2005,"w"
"Piticli",2008,"m"
"Pitschi",2011,"m"
"Pitucha",2006,"m"
"Pituka",2009,"w"
"Pity",2016,"m"
"Piuke",2005,"w"
"Pixi",2008,"w"
"Pixie",2009,"w"
"Pixie",2013,"w"
"Pixie",2013,"w"
"Pixie",2013,"w"
"Pixie (Alma)",2015,"w"
"Piña",2017,"w"
"Platon",2005,"m"
"Platon",2011,"m"
"Pluto",2012,"m"
"Pluto",2005,"m"
"Pluto (Nocciolino)",2015,"m"
"Poba",2011,"w"
"Pocker",2017,"m"
"Poka",2014,"w"
"Pola",2008,"w"
"Poldi",2005,"m"
"Pollo",2008,"m"
"Pollux",2014,"m"
"Polly",2018,"w"
"Polly",2010,"w"
"Polly",2016,"w"
"Polo",2010,"m"
"Pom Pom",2018,"w"
"Pomelo",2012,"m"
"Pongo",2014,"m"
"Pongo",2006,"m"
"Pontus",2010,"m"
"Pooch-Jimmy vom Mohnstein",2010,"m"
"Popi",2017,"m"
"Popota",2011,"w"
"Poppa",2016,"w"
"Pork Chop",2009,"m"
"Porter",2007,"m"
"Porthos",2013,"m"
"Prada von Rétalap",2018,"w"
"Pralina",2010,"w"
"Prestan",2018,"m"
"Pretty",2009,"w"
"Prija",2013,"w"
"Primo (Priamos v. Poptime)",2018,"m"
"Primo Levana",2008,"m"
"Princ",2012,"m"
"Prince",2011,"m"
"Prince",2018,"m"
"Prince",2010,"m"
"Prince",2016,"m"
"Princesa",2018,"w"
"Princesa",2016,"w"
"Princesa",2011,"w"
"Princesa (Chira)",2017,"w"
"Princess",2009,"w"
"Princess",2004,"w"
"Princess",2011,"w"
"Princess Alaia",2014,"w"
"Princess Patchy",2010,"w"
"Princesse of Artabella Dézaley",2018,"w"
"Prinz",2013,"m"
"Prinz (Chicco)",2003,"m"
"Prinzess Dianna",2018,"w"
"Prinzi",2013,"w"
"Prixrain Giuny",2015,"w"
"Provocateur Fiona my Love",2014,"w"
"Pua",2015,"w"
"Pubi",2008,"m"
"Puccini",2007,"m"
"Puck",2008,"m"
"Pudding",2007,"m"
"Pudi (Freddi Mercury)",2013,"m"
"Pudja",2013,"w"
"Pufy",2007,"w"
"Puga",2014,"m"
"Puggle",2013,"w"
"Puky",2016,"m"
"Pulga",2007,"w"
"Puma",2011,"w"
"Puma",2013,"m"
"Puma",2014,"m"
"Pumba",2017,"w"
"Pumba vom Nordkreuz",2013,"m"
"Pumbi (Camillo Don)",2018,"m"
"Pumpkin (Pubba)",2008,"m"
"Punchy",2016,"m"
"Punky",2008,"m"
"Punta",2012,"w"
"Punta",2012,"w"
"Pupetta",2017,"w"
"Pupetta",2010,"w"
"Puppi",2010,"w"
"Pure Paws Gladiator of Hearts",2018,"m"
"Puschel",2018,"m"
"Putchi",2011,"m"
"Putchy",2006,"w"
"Pyra",2014,"w"
"Pyza",2013,"w"
"Päuli",2009,"m"
"Pünktli ohne Anton",2008,"w"
"Qeiran",2007,"m"
"Qiwi",2016,"w"
"Quattro",2015,"m"
"Qube",2015,"m"
"Que Tango",2011,"m"
"Queen",2017,"w"
"Queen",2012,"w"
"Queen",2005,"w"
"Queen Doyles",2008,"w"
"Queen Ela",2018,"w"
"Queen Kaja of Buffalo Creek",2009,"w"
"Queeny",2015,"w"
"Quenny",2001,"w"
"Quest",2005,"w"
"Questa",2017,"w"
"Quien",2017,"w"
"Quimera",2018,"w"
"Quinas",2005,"m"
"Quincy",2015,"m"
"Quincy",2012,"m"
"Quinn",2014,"m"
"Quinn",2014,"m"
"Quinnie",2003,"w"
"Quinnie",2016,"w"
"Quinta (Candle)",2007,"w"
"Quinto",2008,"m"
"Quira",2007,"w"
"Quirin",2016,"m"
"Quirin an der Luther",2017,"m"
"Quirly",2012,"w"
"Quirly",2017,"w"
"Quirly",2014,"w"
"Quo Vadis Allegro, Ali",2016,"m"
"Qurliy",2015,"w"
"Quro",2009,"m"
"Rade",2014,"m"
"Radon",2011,"m"
"Radong",2007,"m"
"Rafa",2014,"w"
"Rafael",2014,"m"
"Raffi ",2008,"m"
"Rafi (Ravi)",2006,"m"
"Ragnar Eliasson",2017,"m"
"Rahul",2012,"m"
"Raia",2007,"w"
"Raika",2009,"w"
"Raiko",2012,"m"
"Raja",2014,"w"
"Raja",2006,"w"
"Rajna",2007,"w"
